id,recipeId,masterId,nameText,quantity,unit,isOptional,substitutionGroup
"c24401a9-5364-541b-ac8f-da1d6c55759f","bf43592b-b989-5485-ab6e-29e311cc0b6d","77f72f8c-b3c3-5606-a8b2-0131965dee5e","된장","1",,"false",
"e216d740-1296-5a7f-a870-cf23bec52244","bf43592b-b989-5485-ab6e-29e311cc0b6d","98f038ec-b21d-5f97-ae7c-08104685ce06","두부","1","개","false",
"ac9c9a82-72a8-55ff-a513-cab0199d0b5a","bf43592b-b989-5485-ab6e-29e311cc0b6d","d1b2aac2-c5d2-5d6c-a924-136d4d37e981","애호박","1","개","false",
"766fc1b2-d965-5a18-aa6a-46e75deb8a1b","bf43592b-b989-5485-ab6e-29e311cc0b6d","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"c80491e3-4d5f-54f6-a543-5476419941e0","4eee5d6c-aa04-5488-ac59-a2fea88590db","e98bde9b-25a7-571f-aa02-68f40a064d30","김치","1","개","false",
"72fc352b-a0d7-59e0-aa5d-1c0ee1206b20","4eee5d6c-aa04-5488-ac59-a2fea88590db","a359e6ff-b972-5c98-a622-caa6abf15635","돼지고기","1","g","false",
"b6550753-406b-525e-a035-dfb44ae02467","4eee5d6c-aa04-5488-ac59-a2fea88590db","98f038ec-b21d-5f97-ae7c-08104685ce06","두부","1","개","false",
"0af8b82b-54aa-51f8-aa16-2be8a1323d3f","4eee5d6c-aa04-5488-ac59-a2fea88590db","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"1557e36e-0ead-534f-abea-bfacb1cd1ab2","e64cd3c8-6bfb-528c-a57f-1081a5d09b54","d05ac959-5c75-5e08-abc6-c61ed96fa8d8","순두부","1","개","false",
"9da0bb06-1d0b-5d7c-acef-922e13d927d8","e64cd3c8-6bfb-528c-a57f-1081a5d09b54","73de1c78-34f5-5bf8-a3ef-2052107a7860","달걀","1",,"false",
"694c7c40-24fa-558a-accf-8d7edbe7f70a","e64cd3c8-6bfb-528c-a57f-1081a5d09b54","6c28ecb6-957c-580d-a995-d88c889163b8","고춧가루","1",,"false",
"880c1f56-eda6-53d9-a721-545ab84e2e0e","e64cd3c8-6bfb-528c-a57f-1081a5d09b54","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"6a0a3f57-5096-5945-ae0b-cef3d37d48e9","f302e76e-2b74-57b2-a6b9-347e252b0356","e98bde9b-25a7-571f-aa02-68f40a064d30","김치","1","개","false",
"459cca7b-5be6-5e75-a03d-ed9f6c77b184","f302e76e-2b74-57b2-a6b9-347e252b0356","95a35a9c-0355-582f-a0b7-ea63e95a4df9","햄","1","g","false",
"d4c37e27-ed57-5b72-a43a-1a3a46b13a75","f302e76e-2b74-57b2-a6b9-347e252b0356","8090eb62-1448-5cea-a4f3-5479bc7ad877","소시지","1","g","false",
"2f465e13-fe4b-53d0-a900-2e0bd1da6802","f302e76e-2b74-57b2-a6b9-347e252b0356","98f038ec-b21d-5f97-ae7c-08104685ce06","두부","1","개","false",
"d4d2773e-cdb8-5769-a436-db706626bf52","28c531f4-856c-55c8-ab94-825a58ee741a","79a48b75-a6da-5fb3-add7-75a1bfb69aac","미역","1","g","false",
"aeb8fd34-38e5-5204-a88c-9b23606c2e8c","28c531f4-856c-55c8-ab94-825a58ee741a","26d9729c-f984-5cdc-afb3-d00b20af8742","소고기","1","g","false",
"4cff2364-0a92-5348-a58a-c09ad04ed5fc","28c531f4-856c-55c8-ab94-825a58ee741a","2dcdffd2-5e59-53ec-a8f6-84fd768a78ab","국간장","1",,"false",
"095d7569-b6bb-5d55-adb7-b4bfa644e8fd","28c531f4-856c-55c8-ab94-825a58ee741a","220d2350-548c-52b1-aa81-656884b53f58","참기름","1",,"false",
"da3e932e-940f-5ffd-af34-fa8120e49f6a","e8eb6078-d9cb-52b0-a38d-8e0a6fa85703","26d9729c-f984-5cdc-afb3-d00b20af8742","소고기","1","g","false",
"13e9832e-a9c8-5c70-a53e-c6a88b3914b4","e8eb6078-d9cb-52b0-a38d-8e0a6fa85703","ed9cd8b9-438a-5d39-a357-eabf80382141","무","1","개","false",
"36809475-83a5-58ba-a42c-369410e98962","e8eb6078-d9cb-52b0-a38d-8e0a6fa85703","2dcdffd2-5e59-53ec-a8f6-84fd768a78ab","국간장","1",,"false",
"f0beec20-54b1-508d-a821-22b073de9665","e8eb6078-d9cb-52b0-a38d-8e0a6fa85703","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"78ec1757-d875-5efc-a7ff-e463bacd9698","47d47c65-02f8-5493-a599-848e439f3167","b5c9e71e-4bb2-5328-aedf-64db7ba29b21","북어","1","g","false",
"5e6a3b8a-e591-52aa-a540-af891ff67bc9","47d47c65-02f8-5493-a599-848e439f3167","73de1c78-34f5-5bf8-a3ef-2052107a7860","달걀","1",,"false",
"64748ff8-f689-5cd5-acfb-8f407144c537","47d47c65-02f8-5493-a599-848e439f3167","ed9cd8b9-438a-5d39-a357-eabf80382141","무","1","개","false",
"99ae75be-6e81-521e-a178-27a00795f04a","47d47c65-02f8-5493-a599-848e439f3167","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"b541bb92-d90d-5482-a557-e12847602976","91716fd3-12e2-5178-ab84-acf6fa3be4c6","ef40a5b9-8db8-5b0e-af76-86b51e6d23b0","콩나물","1","g","false",
"741c50f4-1139-5ac9-a4d1-814f57c56928","91716fd3-12e2-5178-ab84-acf6fa3be4c6","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"56357daa-675e-5b67-aa3d-3a3e25060354","91716fd3-12e2-5178-ab84-acf6fa3be4c6","489718a1-9ce7-5bea-af8c-642995c48eb4","마늘","1","g","false",
"776e1527-f804-5112-a24b-a9f4f967c6b8","91716fd3-12e2-5178-ab84-acf6fa3be4c6","53b23418-40cf-5c35-ac58-0c0178bd4888","소금","1",,"false",
"f10bc178-81e5-57f8-ae69-e18190c70bca","bc9adc24-821d-5558-a35f-c0a8bb4a28ea","73de1c78-34f5-5bf8-a3ef-2052107a7860","달걀","1",,"false",
"7067bfef-73b2-5269-aa61-a66f030e5413","bc9adc24-821d-5558-a35f-c0a8bb4a28ea","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"b6ab5819-bcaf-5bfe-af1a-9984a59a1c19","bc9adc24-821d-5558-a35f-c0a8bb4a28ea","2dcdffd2-5e59-53ec-a8f6-84fd768a78ab","국간장","1",,"false",
"c5f2a8b5-e142-5426-a1d2-06bae25834dc","bc9adc24-821d-5558-a35f-c0a8bb4a28ea","1b5711fb-faf5-521d-a33f-3c44a6f8bcf3","물","1","개","false",
"9bef437d-18c0-5209-a2ea-72f493568550","616adc37-8a9b-5936-ae16-887c5ebb8d5b","112f33b6-d1d6-54b7-a115-7e5590896c4f","떡국떡","1","봉","false",
"4f523de0-728f-5ace-ad09-358ba64914c4","616adc37-8a9b-5936-ae16-887c5ebb8d5b","73de1c78-34f5-5bf8-a3ef-2052107a7860","달걀","1",,"false",
"39cd64ac-1c36-5fee-a06e-eee0fe2299f3","616adc37-8a9b-5936-ae16-887c5ebb8d5b","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"d1583748-ba78-594e-a49e-86d1524e76ed","616adc37-8a9b-5936-ae16-887c5ebb8d5b","1fcd6796-5ac3-519f-af49-58f4278ae9a3","김","1","g","false",
"d97d4ab1-465c-58e3-ab37-1c4039484795","8cbd7be7-cf23-5ef3-afd4-1105e2765c3d","a359e6ff-b972-5c98-a622-caa6abf15635","돼지고기","1","g","false",
"62a02293-a227-5170-a653-98908a287e6d","8cbd7be7-cf23-5ef3-afd4-1105e2765c3d","7e571cf4-2dd4-555a-a061-8d562471268b","고추장","1",,"false",
"07b5a060-e744-5818-a003-209cbd1edfde","8cbd7be7-cf23-5ef3-afd4-1105e2765c3d","f15b1235-1488-59e1-ad2c-e211b6e6e7d0","양파","1","개","false",
"0bc0d421-088f-5cbf-a39b-199590304d80","8cbd7be7-cf23-5ef3-afd4-1105e2765c3d","74e75ad3-e6fd-50c5-ab10-bd85837d7a71","대파","1","개","false",
"449b6973-c230-526a-a0c1-1bd0f844d01f","55fdd92b-7a41-5718-a08f-2ba6ee038e58","1eda2880-8d1c-5635-aac1-1add07b932e5","불고기용 소고기","1","g","false",
"651e0c3a-b48c-5b2a-a7cd-f11a57433d3a","55fdd92b-7a41-5718-a08f-2ba6ee038e58","71a92339-42db-5de8-aa16-ce1e983bfb53","간장","1",,"false",
"b8b4b0fe-a378-5e44-a051-9cdbf334541f","55fdd92b-7a41-5718-a08f-2ba6ee038e58","f15b1235-1488-59e1-ad2c-e211b6e6e7d0","양파","1","개","false",
